event_id,timestamp,citizen_id,cam_id,event_type,flagged,severity,duration_seconds
EVT-202603-000962,2026-03-21T13:22:43,PR-00008,LOC-009,ANPR,N,0,8
EVT-202603-000963,2026-03-18T00:29:20,PR-02120,LOC-006,Smartcard,N,0,5
EVT-202603-000964,2026-03-16T02:48:49,PR-02090,LOC-006,Smartcard,N,0,7
EVT-202603-000965,2026-03-05T02:14:14,PR-02273,LOC-028,ANPR,N,0,2
EVT-202603-000966,2026-03-07T03:32:16,PR-01563,LOC-014,CCTV-FR,N,0,59
EVT-202603-000967,2026-03-07T09:23:52,PR-01171,LOC-004,Biometric,N,0,1
EVT-202603-000968,2026-03-28T15:30:20,PR-02304,LOC-004,Biometric,N,0,4
EVT-202603-000969,2026-03-08T15:18:56,PR-01194,LOC-007,CCTV-FR,N,0,160
EVT-202603-000970,2026-03-24T18:55:47,PR-02724,LOC-021,CCTV-FR,N,0,82
EVT-202603-000971,2026-03-08T00:37:23,PR-01486,LOC-025,CCTV-FR,Y,2,27
EVT-202603-000972,2026-03-18T00:52:03,PR-02806,LOC-008,ANPR,N,0,7
EVT-202603-000973,2026-03-15T08:44:50,PR-00975,LOC-009,ANPR,N,0,3
EVT-202603-000974,2026-03-17T04:21:36,PR-02284,LOC-024,ANPR,N,0,6
EVT-202603-000975,2026-03-26T11:20:01,PR-01245,LOC-012,ANPR,N,0,2
EVT-202603-000976,2026-03-20T00:50:17,PR-01476,LOC-021,CCTV-FR,N,0,14
EVT-202603-000977,2026-03-27T21:38:46,PR-01221,LOC-015,CCTV-FR,Y,1,67
EVT-202603-000978,2026-03-08T19:08:12,PR-02476,LOC-023,ANPR,N,0,3
EVT-202603-000979,2026-03-29T19:03:19,PR-00030,LOC-011,Smartcard,N,0,5
EVT-202603-000980,2026-03-31T16:44:58,PR-00182,LOC-026,Smartcard,N,0,1
EVT-202603-000981,2026-03-29T06:55:16,PR-02536,LOC-009,ANPR,N,0,5
EVT-202603-000982,2026-03-25T23:31:36,PR-02002,LOC-020,Utilities,N,0,3
EVT-202603-000983,2026-03-28T13:09:18,PR-01723,LOC-017,CCTV-FR,N,0,133
EVT-202603-000984,2026-03-22T09:02:36,PR-00796,LOC-003,CCTV-FR,Y,2,29
EVT-202603-000985,2026-03-06T14:02:15,PR-01106,LOC-016,CCTV-FR,N,0,159
EVT-202603-000986,2026-03-19T23:35:41,PR-00798,LOC-021,CCTV-FR,N,0,83
EVT-202603-000987,2026-03-14T04:09:39,PR-00827,LOC-008,ANPR,N,0,8
EVT-202603-000988,2026-03-14T06:46:46,PR-01329,LOC-002,ANPR,N,0,4
EVT-202603-000989,2026-03-30T20:21:23,PR-00713,LOC-023,ANPR,N,0,1
EVT-202603-000990,2026-03-23T23:34:19,PR-01052,LOC-004,Biometric,N,0,7
EVT-202603-000991,2026-03-19T02:12:39,PR-00655,LOC-007,CCTV-FR,N,0,114
EVT-202603-000992,2026-03-09T21:54:40,PR-01259,LOC-008,ANPR,N,0,5
EVT-202603-000993,2026-03-15T02:31:41,PR-01542,LOC-029,Biometric,Y,4,5
EVT-202603-000994,2026-03-16T06:22:09,PR-02618,LOC-024,ANPR,N,0,1
EVT-202603-000995,2026-03-07T09:45:47,PR-00276,LOC-008,ANPR,N,0,7
EVT-202603-000996,2026-03-29T12:18:22,PR-02403,LOC-010,Biometric,N,0,5
EVT-202603-000997,2026-03-01T09:01:06,PR-01492,LOC-002,ANPR,N,0,7
EVT-202603-000998,2026-03-12T04:56:02,PR-01879,LOC-027,Biometric,Y,1,5
EVT-202603-000999,2026-03-03T03:20:08,PR-02808,LOC-029,Biometric,N,0,3
EVT-202603-001000,2026-03-10T01:35:40,PR-01651,LOC-010,Biometric,N,0,1
EVT-202603-001001,2026-03-13T15:09:18,PR-02947,LOC-018,Geolocation,Y,1,86
EVT-202603-001002,2026-03-21T08:27:23,PR-02832,LOC-022,CCTV-FR,N,0,170
EVT-202603-001003,2026-03-17T14:50:18,PR-02033,LOC-029,Biometric,N,0,8
EVT-202603-001004,2026-03-11T02:36:15,PR-01769,LOC-017,CCTV-FR,N,0,38
EVT-202603-001005,2026-03-28T13:12:11,PR-02431,LOC-018,Geolocation,N,0,20
EVT-202603-001006,2026-03-06T19:35:10,PR-00457,LOC-021,CCTV-FR,N,0,141
EVT-202603-001007,2026-03-17T00:48:44,PR-02128,LOC-008,ANPR,N,0,7
EVT-202603-001008,2026-03-07T14:26:47,PR-02473,LOC-020,Utilities,N,0,1
EVT-202603-001009,2026-03-08T05:36:22,PR-02070,LOC-014,CCTV-FR,N,0,128
EVT-202603-001010,2026-03-04T18:31:45,PR-01760,LOC-008,ANPR,N,0,7
EVT-202603-001011,2026-03-26T03:53:16,PR-00629,LOC-016,CCTV-FR,N,0,31
EVT-202603-001012,2026-03-21T15:11:09,PR-02579,LOC-028,ANPR,N,0,4
EVT-202603-001013,2026-03-17T13:55:29,PR-00080,LOC-010,Biometric,N,0,3
EVT-202603-001014,2026-03-11T06:30:40,PR-02146,LOC-017,CCTV-FR,N,0,64
EVT-202603-001015,2026-03-25T03:49:50,PR-02166,LOC-021,CCTV-FR,N,0,178
EVT-202603-001016,2026-03-08T20:18:40,PR-01641,LOC-006,Smartcard,Y,3,3
EVT-202603-001017,2026-03-09T22:26:50,PR-00310,LOC-013,Smartcard,N,0,8
EVT-202603-001018,2026-03-08T08:54:42,PR-00416,LOC-020,Utilities,N,0,3
EVT-202603-001019,2026-03-14T04:19:34,PR-02476,LOC-018,Geolocation,N,0,160
EVT-202603-001020,2026-03-06T18:53:53,PR-02756,LOC-006,Smartcard,N,0,3
EVT-202603-001021,2026-03-28T14:48:06,PR-00665,LOC-023,ANPR,N,0,2
EVT-202603-001022,2026-03-29T23:22:46,PR-01306,LOC-007,CCTV-FR,N,0,19
EVT-202603-001023,2026-03-18T03:54:35,PR-01167,LOC-029,Biometric,N,0,1
EVT-202603-001024,2026-03-29T09:49:00,PR-01508,LOC-023,ANPR,N,0,3
EVT-202603-001025,2026-03-20T19:04:17,PR-02028,LOC-022,CCTV-FR,Y,4,142
EVT-202603-001026,2026-03-23T18:03:22,PR-02816,LOC-014,CCTV-FR,N,0,62
EVT-202603-001027,2026-03-10T00:01:19,PR-02055,LOC-001,ANPR,N,0,3
EVT-202603-001028,2026-03-05T13:20:17,PR-01534,LOC-030,Biometric,N,0,1
EVT-202603-001029,2026-03-20T05:26:32,PR-01653,LOC-016,CCTV-FR,N,0,60
EVT-202603-001030,2026-03-23T11:33:59,PR-01020,LOC-010,Biometric,Y,2,7
EVT-202603-001031,2026-03-19T10:47:25,PR-00985,LOC-001,ANPR,N,0,6
EVT-202603-001032,2026-03-30T12:42:51,PR-00595,LOC-015,CCTV-FR,N,0,78
EVT-202603-001033,2026-03-19T03:14:14,PR-01986,LOC-017,CCTV-FR,N,0,2
EVT-202603-001034,2026-03-14T05:33:25,PR-01963,LOC-010,Biometric,N,0,2
EVT-202603-001035,2026-03-11T00:26:59,PR-00226,LOC-029,Biometric,N,0,4
EVT-202603-001036,2026-03-23T15:31:24,PR-01499,LOC-017,CCTV-FR,N,0,28
EVT-202603-001037,2026-03-23T13:56:16,PR-01841,LOC-018,Geolocation,N,0,96
EVT-202603-001038,2026-03-23T08:05:20,PR-01348,LOC-002,ANPR,Y,1,3
EVT-202603-001039,2026-03-11T04:03:25,PR-02676,LOC-022,CCTV-FR,N,0,81
EVT-202603-001040,2026-03-20T07:17:52,PR-01839,LOC-020,Utilities,N,0,3
EVT-202603-001041,2026-03-27T09:32:58,PR-00262,LOC-023,ANPR,N,0,6
EVT-202603-001042,2026-03-11T15:44:36,PR-00359,LOC-009,ANPR,N,0,7
EVT-202603-001043,2026-03-14T01:30:15,PR-00186,LOC-012,ANPR,N,0,2
EVT-202603-001044,2026-03-18T05:41:16,PR-00491,LOC-017,CCTV-FR,N,0,8
EVT-202603-001045,2026-03-29T03:11:23,PR-01305,LOC-026,Smartcard,N,0,3
EVT-202603-001046,2026-03-13T20:07:57,PR-00564,LOC-001,ANPR,N,0,2
EVT-202603-001047,2026-03-16T22:06:58,PR-01831,LOC-008,ANPR,N,0,5
EVT-202603-001048,2026-03-29T03:18:53,PR-02819,LOC-006,Smartcard,Y,1,3
EVT-202603-001049,2026-03-02T23:08:41,PR-00263,LOC-023,ANPR,N,0,4
EVT-202603-001050,2026-03-31T16:26:12,PR-02927,LOC-009,ANPR,N,0,6
EVT-202603-001051,2026-03-15T21:49:59,PR-01302,LOC-029,Biometric,N,0,6
EVT-202603-001052,2026-03-21T14:55:55,PR-01065,LOC-007,CCTV-FR,N,0,153
EVT-202603-001053,2026-03-30T09:04:45,PR-02903,LOC-011,Smartcard,N,0,6
EVT-202603-001054,2026-03-04T23:05:47,PR-02949,LOC-006,Smartcard,Y,3,7
EVT-202603-001055,2026-03-15T22:12:55,PR-02388,LOC-027,Biometric,N,0,7
EVT-202603-001056,2026-03-01T23:47:59,PR-01517,LOC-009,ANPR,N,0,1
EVT-202603-001057,2026-03-09T06:32:25,PR-00176,LOC-030,Biometric,N,0,3
EVT-202603-001058,2026-03-03T17:47:47,PR-01669,LOC-010,Biometric,N,0,1
EVT-202603-001059,2026-03-20T01:55:02,PR-01298,LOC-007,CCTV-FR,N,0,93
EVT-202603-001060,2026-03-09T16:49:05,PR-02304,LOC-025,CCTV-FR,N,0,175
EVT-202603-001061,2026-03-28T11:26:49,PR-02640,LOC-019,Geolocation,N,0,106
EVT-202603-001062,2026-03-13T12:15:12,PR-01407,LOC-014,CCTV-FR,Y,4,3
EVT-202603-001063,2026-03-11T08:13:29,PR-00672,LOC-030,Biometric,N,0,7
EVT-202603-001064,2026-03-20T16:29:20,PR-01838,LOC-014,CCTV-FR,N,0,174
EVT-202603-001065,2026-03-24T12:16:25,PR-02915,LOC-010,Biometric,Y,3,3
EVT-202603-001066,2026-03-22T02:02:17,PR-01292,LOC-023,ANPR,N,0,3
EVT-202603-001067,2026-03-24T09:22:19,PR-02028,LOC-015,CCTV-FR,N,0,103
EVT-202603-001068,2026-03-14T09:58:34,PR-01652,LOC-006,Smartcard,N,0,8
EVT-202603-001069,2026-03-01T03:11:13,PR-00818,LOC-021,CCTV-FR,N,0,158
EVT-202603-001070,2026-03-19T11:40:55,PR-02772,LOC-026,Smartcard,N,0,3
EVT-202603-001071,2026-03-16T19:21:54,PR-01629,LOC-019,Geolocation,N,0,179
EVT-202603-001072,2026-03-01T13:17:36,PR-01598,LOC-025,CCTV-FR,N,0,36
EVT-202603-001073,2026-03-19T15:27:22,PR-00491,LOC-025,CCTV-FR,N,0,130
EVT-202603-001074,2026-03-22T00:45:35,PR-02154,LOC-013,Smartcard,Y,3,3
EVT-202603-001075,2026-03-04T20:45:05,PR-01440,LOC-029,Biometric,N,0,4
EVT-202603-001076,2026-03-19T15:30:11,PR-02535,LOC-017,CCTV-FR,N,0,13
EVT-202603-001077,2026-03-29T08:04:24,PR-02351,LOC-029,Biometric,N,0,5
EVT-202603-001078,2026-03-13T21:04:54,PR-00254,LOC-029,Biometric,N,0,4
EVT-202603-001079,2026-03-12T13:05:52,PR-01738,LOC-008,ANPR,N,0,1
EVT-202603-001080,2026-03-07T12:00:02,PR-01942,LOC-018,Geolocation,N,0,82
EVT-202603-001081,2026-03-14T16:49:00,PR-00461,LOC-004,Biometric,N,0,4
EVT-202603-001082,2026-03-31T02:56:57,PR-00388,LOC-009,ANPR,N,0,8
EVT-202603-001083,2026-03-21T18:09:27,PR-01507,LOC-025,CCTV-FR,N,0,165
EVT-202603-001084,2026-03-14T08:03:16,PR-90000,LOC-005,Biometric,Y,2,3
EVT-202603-001085,2026-03-30T00:40:27,PR-02695,LOC-027,Biometric,N,0,4
EVT-202603-001086,2026-03-21T15:39:10,PR-00172,LOC-014,CCTV-FR,N,0,44
EVT-202603-001087,2026-03-15T02:11:04,PR-00048,LOC-022,CCTV-FR,N,0,51
EVT-202603-001088,2026-03-17T14:56:07,PR-02565,LOC-028,ANPR,N,0,8
EVT-202603-001089,2026-03-08T18:29:46,PR-00105,LOC-017,CCTV-FR,N,0,164
EVT-202603-001090,2026-03-24T09:32:28,PR-01362,LOC-025,CCTV-FR,Y,1,162
EVT-202603-001091,2026-03-18T06:36:29,PR-00147,LOC-023,ANPR,N,0,8
EVT-202603-001092,2026-03-07T22:18:39,PR-02586,LOC-003,CCTV-FR,N,0,89
EVT-202603-001093,2026-03-25T11:51:31,PR-00580,LOC-005,Biometric,N,0,6
EVT-202603-001094,2026-03-25T01:54:47,PR-00022,LOC-029,Biometric,N,0,5
EVT-202603-001095,2026-03-10T05:55:11,PR-02495,LOC-004,Biometric,N,0,5
EVT-202603-001096,2026-03-29T18:44:55,PR-01892,LOC-003,CCTV-FR,N,0,119
EVT-202603-001097,2026-03-25T14:39:52,PR-01037,LOC-004,Biometric,N,0,3
EVT-202603-001098,2026-03-12T09:55:19,PR-00349,LOC-021,CCTV-FR,Y,2,67
EVT-202603-001099,2026-03-05T13:07:38,PR-00462,LOC-017,CCTV-FR,N,0,153
EVT-202603-001100,2026-03-30T10:09:26,PR-00023,LOC-030,Biometric,N,0,2
EVT-202603-001101,2026-03-17T14:04:00,PR-01175,LOC-018,Geolocation,N,0,151
EVT-202603-001102,2026-03-27T12:11:20,PR-01394,LOC-023,ANPR,N,0,2
EVT-202603-001103,2026-03-12T16:37:45,PR-01221,LOC-013,Smartcard,N,0,7
EVT-202603-001104,2026-03-13T07:04:28,PR-02544,LOC-026,Smartcard,N,0,2
EVT-202603-001105,2026-03-08T00:47:24,PR-02138,LOC-003,CCTV-FR,Y,1,106
EVT-202603-001106,2026-03-29T08:10:13,PR-02072,LOC-008,ANPR,N,0,2
EVT-202603-001107,2026-03-28T21:02:02,PR-02357,LOC-014,CCTV-FR,N,0,172
EVT-202603-001108,2026-03-25T21:19:47,PR-02088,LOC-016,CCTV-FR,N,0,155
EVT-202603-001109,2026-03-28T11:58:15,PR-02652,LOC-010,Biometric,N,0,1
EVT-202603-001110,2026-03-26T18:00:13,PR-00634,LOC-029,Biometric,N,0,5
EVT-202603-001111,2026-03-27T15:19:07,PR-00025,LOC-026,Smartcard,N,0,4
EVT-202603-001112,2026-03-27T14:55:28,PR-02091,LOC-030,Biometric,N,0,4
EVT-202603-001113,2026-03-17T15:36:34,PR-00505,LOC-029,Biometric,N,0,2
EVT-202603-001114,2026-03-27T06:11:52,PR-00309,LOC-004,Biometric,N,0,6
EVT-202603-001115,2026-03-22T05:04:02,PR-02572,LOC-018,Geolocation,N,0,41
EVT-202603-001116,2026-03-13T04:18:01,PR-02593,LOC-005,Biometric,N,0,3
EVT-202603-001117,2026-03-27T00:09:52,PR-02791,LOC-013,Smartcard,N,0,7
EVT-202603-001118,2026-03-06T09:59:39,PR-02753,LOC-024,ANPR,N,0,8
EVT-202603-001119,2026-03-19T10:52:32,PR-00575,LOC-010,Biometric,Y,2,6
EVT-202603-001120,2026-03-05T01:40:13,PR-00872,LOC-001,ANPR,N,0,6
EVT-202603-001121,2026-03-08T18:51:12,PR-01239,LOC-004,Biometric,N,0,1
EVT-202603-001122,2026-03-19T15:48:00,PR-00878,LOC-015,CCTV-FR,N,0,78
EVT-202603-001123,2026-03-04T11:56:45,PR-02395,LOC-030,Biometric,N,0,2
EVT-202603-001124,2026-03-31T00:54:17,PR-01072,LOC-023,ANPR,N,0,6
EVT-202603-001125,2026-03-16T12:03:50,PR-02611,LOC-007,CCTV-FR,N,0,16
EVT-202603-001126,2026-03-15T07:13:00,PR-01684,LOC-016,CCTV-FR,N,0,94
EVT-202603-001127,2026-03-03T04:24:06,PR-02502,LOC-006,Smartcard,N,0,2
EVT-202603-001128,2026-03-01T07:09:56,PR-01620,LOC-010,Biometric,N,0,5
EVT-202603-001129,2026-03-21T23:44:12,PR-02304,LOC-015,CCTV-FR,N,0,7
EVT-202603-001130,2026-03-28T01:50:29,PR-00169,LOC-026,Smartcard,N,0,7
EVT-202603-001131,2026-03-03T14:57:59,PR-02368,LOC-028,ANPR,N,0,8
EVT-202603-001132,2026-03-25T02:41:45,PR-02088,LOC-014,CCTV-FR,N,0,142
EVT-202603-001133,2026-03-07T02:18:42,PR-01793,LOC-024,ANPR,N,0,7
EVT-202603-001134,2026-03-02T08:28:23,PR-00023,LOC-004,Biometric,N,0,6
EVT-202603-001135,2026-03-26T09:41:15,PR-00796,LOC-003,CCTV-FR,N,0,170
EVT-202603-001136,2026-03-27T15:48:04,PR-00324,LOC-028,ANPR,Y,1,4
EVT-202603-001137,2026-03-29T04:28:29,PR-02166,LOC-012,ANPR,N,0,3
EVT-202603-001138,2026-03-16T10:32:40,PR-02112,LOC-019,Geolocation,N,0,85
EVT-202603-001139,2026-03-24T05:46:17,PR-00391,LOC-024,ANPR,N,0,5
EVT-202603-001140,2026-03-17T15:03:46,PR-02143,LOC-023,ANPR,N,0,4
EVT-202603-001141,2026-03-21T23:17:54,PR-01378,LOC-010,Biometric,N,0,7
EVT-202603-001142,2026-03-20T06:41:49,PR-02437,LOC-001,ANPR,N,0,4
EVT-202603-001143,2026-03-13T05:03:23,PR-01585,LOC-030,Biometric,N,0,1
EVT-202603-001144,2026-03-15T17:28:57,PR-01093,LOC-006,Smartcard,N,0,2
EVT-202603-001145,2026-03-06T14:56:32,PR-02967,LOC-003,CCTV-FR,Y,1,27
EVT-202603-001146,2026-03-18T20:35:06,PR-01579,LOC-017,CCTV-FR,N,0,55
EVT-202603-001147,2026-03-19T01:51:07,PR-02441,LOC-029,Biometric,N,0,6
EVT-202603-001148,2026-03-13T10:29:10,PR-01331,LOC-014,CCTV-FR,Y,2,23
EVT-202603-001149,2026-03-26T05:48:02,PR-02587,LOC-027,Biometric,N,0,2
EVT-202603-001150,2026-03-22T05:18:07,PR-00939,LOC-008,ANPR,N,0,6
EVT-202603-001151,2026-03-14T00:06:46,PR-01168,LOC-019,Geolocation,N,0,79
EVT-202603-001152,2026-03-12T21:12:25,PR-02196,LOC-025,CCTV-FR,N,0,146
EVT-202603-001153,2026-03-18T15:51:29,PR-00236,LOC-019,Geolocation,N,0,122
EVT-202603-001154,2026-03-14T14:05:55,PR-01181,LOC-019,Geolocation,N,0,180
EVT-202603-001155,2026-03-27T02:09:23,PR-01066,LOC-016,CCTV-FR,N,0,11
EVT-202603-001156,2026-03-08T15:03:51,PR-02840,LOC-019,Geolocation,Y,1,30
EVT-202603-001157,2026-03-26T15:30:57,PR-01669,LOC-007,CCTV-FR,N,0,108
EVT-202603-001158,2026-03-04T12:42:13,PR-00116,LOC-013,Smartcard,N,0,4
EVT-202603-001159,2026-03-14T15:28:59,PR-02356,LOC-028,ANPR,N,0,8
EVT-202603-001160,2026-03-20T17:58:22,PR-00761,LOC-030,Biometric,N,0,1
EVT-202603-001161,2026-03-04T09:36:45,PR-01903,LOC-022,CCTV-FR,N,0,21
EVT-202603-001162,2026-03-14T05:05:23,PR-02275,LOC-004,Biometric,N,0,4
EVT-202603-001163,2026-03-05T07:50:50,PR-02149,LOC-022,CCTV-FR,N,0,26
EVT-202603-001164,2026-03-03T23:00:18,PR-01277,LOC-030,Biometric,N,0,8
EVT-202603-001165,2026-03-12T13:05:09,PR-00441,LOC-029,Biometric,N,0,7
EVT-202603-001166,2026-03-15T02:58:20,PR-01759,LOC-023,ANPR,N,0,6
EVT-202603-001167,2026-03-01T08:42:24,PR-01629,LOC-011,Smartcard,N,0,6
EVT-202603-001168,2026-03-12T13:03:21,PR-01392,LOC-002,ANPR,N,0,3
EVT-202603-001169,2026-03-21T09:30:19,PR-00891,LOC-013,Smartcard,N,0,1
EVT-202603-001170,2026-03-19T00:30:52,PR-02511,LOC-005,Biometric,N,0,2
EVT-202603-001171,2026-03-14T05:12:20,PR-02688,LOC-023,ANPR,Y,2,3
EVT-202603-001172,2026-03-06T05:17:55,PR-02687,LOC-023,ANPR,N,0,5
EVT-202603-001173,2026-03-04T19:49:20,PR-01401,LOC-018,Geolocation,N,0,47
EVT-202603-001174,2026-03-04T02:55:15,PR-01818,LOC-015,CCTV-FR,N,0,32
EVT-202603-001175,2026-03-14T15:32:35,PR-02957,LOC-015,CCTV-FR,Y,3,93
EVT-202603-001176,2026-03-12T06:11:29,PR-00319,LOC-008,ANPR,N,0,3
EVT-202603-001177,2026-03-03T21:39:37,PR-00911,LOC-012,ANPR,N,0,4
EVT-202603-001178,2026-03-24T15:51:35,PR-02322,LOC-023,ANPR,N,0,8
EVT-202603-001179,2026-03-03T21:19:42,PR-02091,LOC-011,Smartcard,N,0,6
EVT-202603-001180,2026-03-07T16:24:51,PR-00734,LOC-017,CCTV-FR,N,0,165
EVT-202603-001181,2026-03-21T18:32:52,PR-01894,LOC-001,ANPR,N,0,7
EVT-202603-001182,2026-03-09T06:12:36,PR-01890,LOC-019,Geolocation,N,0,146
EVT-202603-001183,2026-03-13T08:09:09,PR-01403,LOC-024,ANPR,N,0,5
EVT-202603-001184,2026-03-28T01:34:59,PR-01198,LOC-019,Geolocation,N,0,46
EVT-202603-001185,2026-03-12T16:03:54,PR-00563,LOC-026,Smartcard,N,0,8
EVT-202603-001186,2026-03-14T05:13:43,PR-00307,LOC-020,Utilities,N,0,5
EVT-202603-001187,2026-03-13T19:55:46,PR-02339,LOC-011,Smartcard,N,0,6
EVT-202603-001188,2026-03-17T08:44:02,PR-01983,LOC-028,ANPR,N,0,7
EVT-202603-001189,2026-03-14T22:46:13,PR-00162,LOC-026,Smartcard,N,0,1
EVT-202603-001190,2026-03-13T01:11:58,PR-01649,LOC-029,Biometric,N,0,5
EVT-202603-001191,2026-03-12T08:51:09,PR-02979,LOC-030,Biometric,N,0,4
EVT-202603-001192,2026-03-24T15:37:54,PR-02620,LOC-027,Biometric,N,0,6
EVT-202603-001193,2026-03-30T20:35:42,PR-01010,LOC-002,ANPR,N,0,2
EVT-202603-001194,2026-03-11T15:58:40,PR-01784,LOC-020,Utilities,N,0,3
EVT-202603-001195,2026-03-15T09:19:21,PR-00862,LOC-001,ANPR,N,0,4
EVT-202603-001196,2026-03-31T11:06:56,PR-00195,LOC-023,ANPR,N,0,3
EVT-202603-001197,2026-03-13T06:58:34,PR-00741,LOC-001,ANPR,N,0,8
EVT-202603-001198,2026-03-03T11:55:38,PR-02708,LOC-018,Geolocation,N,0,135
EVT-202603-001199,2026-03-20T15:51:30,PR-00485,LOC-013,Smartcard,N,0,6
EVT-202603-001200,2026-03-10T12:54:58,PR-02586,LOC-015,CCTV-FR,N,0,68
EVT-202603-001201,2026-03-12T14:16:56,PR-00351,LOC-030,Biometric,N,0,1
EVT-202603-001202,2026-03-13T06:05:27,PR-02052,LOC-013,Smartcard,N,0,6
EVT-202603-001203,2026-03-08T10:14:26,PR-02502,LOC-028,ANPR,Y,3,1
EVT-202603-001204,2026-03-15T03:24:16,PR-00914,LOC-018,Geolocation,N,0,103
EVT-202603-001205,2026-03-01T04:55:57,PR-02775,LOC-020,Utilities,Y,3,4
EVT-202603-001206,2026-03-31T13:18:00,PR-01002,LOC-004,Biometric,N,0,8
EVT-202603-001207,2026-03-23T12:23:32,PR-02340,LOC-029,Biometric,N,0,5
EVT-202603-001208,2026-03-31T12:23:43,PR-02310,LOC-015,CCTV-FR,N,0,1
EVT-202603-001209,2026-03-20T20:57:14,PR-00823,LOC-019,Geolocation,N,0,49
EVT-202603-001210,2026-03-15T16:22:30,PR-01896,LOC-019,Geolocation,N,0,129
EVT-202603-001211,2026-03-02T14:36:28,PR-01062,LOC-016,CCTV-FR,N,0,15
EVT-202603-001212,2026-03-28T04:51:22,PR-00104,LOC-010,Biometric,N,0,8
EVT-202603-001213,2026-03-12T18:44:58,PR-01568,LOC-020,Utilities,N,0,4
EVT-202603-001214,2026-03-23T03:03:29,PR-01193,LOC-021,CCTV-FR,N,0,79
EVT-202603-001215,2026-03-06T00:35:07,PR-02446,LOC-021,CCTV-FR,N,0,8
EVT-202603-001216,2026-03-13T22:57:19,PR-00307,LOC-018,Geolocation,N,0,52
EVT-202603-001217,2026-03-14T00:22:13,PR-01510,LOC-019,Geolocation,N,0,172
EVT-202603-001218,2026-03-14T22:52:54,PR-02841,LOC-019,Geolocation,N,0,77
EVT-202603-001219,2026-03-16T10:18:51,PR-02098,LOC-020,Utilities,N,0,5
EVT-202603-001220,2026-03-15T03:09:26,PR-02122,LOC-027,Biometric,N,0,5
EVT-202603-001221,2026-03-14T14:09:17,PR-00647,LOC-025,CCTV-FR,N,0,24
EVT-202603-001222,2026-03-01T16:11:54,PR-02714,LOC-010,Biometric,N,0,7
EVT-202603-001223,2026-03-28T18:59:10,PR-00263,LOC-018,Geolocation,N,0,27
EVT-202603-001224,2026-03-09T09:52:51,PR-01325,LOC-025,CCTV-FR,Y,3,4
EVT-202603-001225,2026-03-05T22:46:51,PR-00421,LOC-011,Smartcard,N,0,1
EVT-202603-001226,2026-03-31T21:03:46,PR-00876,LOC-002,ANPR,N,0,5
EVT-202603-001227,2026-03-09T22:06:31,PR-01594,LOC-027,Biometric,N,0,2
EVT-202603-001228,2026-03-11T17:02:38,PR-02752,LOC-007,CCTV-FR,N,0,74
EVT-202603-001229,2026-03-11T22:56:24,PR-02896,LOC-023,ANPR,N,0,3
EVT-202603-001230,2026-03-17T02:04:44,PR-02975,LOC-013,Smartcard,N,0,1
EVT-202603-001231,2026-03-09T10:44:04,PR-01186,LOC-003,CCTV-FR,N,0,79
EVT-202603-001232,2026-03-14T08:49:42,PR-02401,LOC-002,ANPR,N,0,6
EVT-202603-001233,2026-03-03T09:46:44,PR-02998,LOC-003,CCTV-FR,Y,2,134
EVT-202603-001234,2026-03-18T11:13:39,PR-01245,LOC-029,Biometric,N,0,2
EVT-202603-001235,2026-03-18T18:20:23,PR-00888,LOC-021,CCTV-FR,N,0,21
EVT-202603-001236,2026-03-21T19:44:19,PR-02785,LOC-015,CCTV-FR,N,0,87
EVT-202603-001237,2026-03-05T07:09:28,PR-01339,LOC-008,ANPR,N,0,4
EVT-202603-001238,2026-03-04T16:00:11,PR-01874,LOC-020,Utilities,N,0,1
EVT-202603-001239,2026-03-22T04:27:25,PR-02578,LOC-024,ANPR,N,0,3
EVT-202603-001240,2026-03-28T17:06:15,PR-01649,LOC-010,Biometric,N,0,3
EVT-202603-001241,2026-03-07T00:48:40,PR-00606,LOC-009,ANPR,N,0,7
EVT-202603-001242,2026-03-10T20:18:42,PR-02837,LOC-022,CCTV-FR,N,0,49
EVT-202603-001243,2026-03-31T01:56:52,PR-00536,LOC-024,ANPR,N,0,2
EVT-202603-001244,2026-03-25T08:09:22,PR-00161,LOC-018,Geolocation,N,0,144
EVT-202603-001245,2026-03-05T17:18:49,PR-02388,LOC-030,Biometric,N,0,2
EVT-202603-001246,2026-03-02T13:46:04,PR-01447,LOC-020,Utilities,N,0,3
EVT-202603-001247,2026-03-13T09:33:17,PR-00777,LOC-006,Smartcard,N,0,7
EVT-202603-001248,2026-03-15T07:05:17,PR-01071,LOC-003,CCTV-FR,N,0,16
EVT-202603-001249,2026-03-17T20:31:34,PR-02078,LOC-021,CCTV-FR,N,0,79
EVT-202603-001250,2026-03-17T09:22:11,PR-01657,LOC-018,Geolocation,N,0,74
EVT-202603-001251,2026-03-11T04:19:14,PR-02798,LOC-022,CCTV-FR,N,0,103
EVT-202603-001252,2026-03-03T15:57:03,PR-02090,LOC-001,ANPR,N,0,8
EVT-202603-001253,2026-03-25T00:02:51,PR-02374,LOC-016,CCTV-FR,N,0,3
EVT-202603-001254,2026-03-06T03:47:30,PR-02226,LOC-007,CCTV-FR,N,0,92
EVT-202603-001255,2026-03-20T11:17:24,PR-02072,LOC-013,Smartcard,Y,2,3
EVT-202603-001256,2026-03-21T09:49:23,PR-00804,LOC-004,Biometric,N,0,2
EVT-202603-001257,2026-03-05T05:22:05,PR-00461,LOC-002,ANPR,N,0,7
