search_id,timestamp,citizen_id,category,flagged_category,device_type
SR-0002753,2026-03-16 21:50:00,PR-00010,Encryption software,Y,Phone
SR-0002754,2026-05-29 14:10:00,PR-02769,Entertainment,N,Phone
SR-0002755,2026-05-03 09:02:00,PR-02128,Weather,N,Phone
SR-0002756,2026-04-14 14:54:00,PR-02109,Local news,N,Laptop
SR-0002757,2026-02-01 06:36:00,PR-00459,Shopping,N,Phone
SR-0002758,2026-04-19 06:59:00,PR-02516,Local news,N,Laptop
SR-0002759,2026-05-24 18:27:00,PR-02775,Shopping,N,Phone
SR-0002760,2026-01-03 11:51:00,PR-02155,Entertainment,N,Phone
SR-0002761,2026-03-13 09:16:00,PR-00984,Sports,N,Phone
SR-0002762,2026-02-11 20:58:00,PR-01426,Sports,N,Phone
SR-0002763,2026-06-03 21:28:00,PR-01359,Independent media,Y,Phone
SR-0002764,2026-02-27 15:03:00,PR-02333,Health,N,Phone
SR-0002765,2026-04-29 09:22:00,PR-00242,Recipes,N,Laptop
SR-0002766,2026-04-06 18:34:00,PR-02078,Recipes,N,Phone
SR-0002767,2026-02-27 22:20:00,PR-02280,Weather,N,Phone
SR-0002768,2026-03-03 08:58:00,PR-00893,Local news,N,Laptop
SR-0002769,2026-03-02 07:19:00,PR-02914,Local news,N,Public Library Terminal
SR-0002770,2026-02-04 04:02:00,PR-02534,Entertainment,N,Phone
SR-0002771,2026-03-13 17:58:00,PR-00251,Recipes,N,Laptop
SR-0002772,2026-02-27 17:44:00,PR-00954,Travel domestic (permitted),N,Public Library Terminal
SR-0002773,2026-06-10 05:32:00,PR-01212,Emigration procedures,Y,Phone
SR-0002774,2026-03-24 10:28:00,PR-02314,Weather,N,Phone
SR-0002775,2026-03-24 06:03:00,PR-01997,Local news,N,Phone
SR-0002776,2026-01-11 18:25:00,PR-02114,Civic education,N,Laptop
SR-0002777,2026-03-18 05:54:00,PR-00351,Local news,N,Skills Institute Terminal
SR-0002778,2026-02-13 10:50:00,PR-02712,Local news,N,Laptop
SR-0002779,2026-04-19 01:35:00,PR-02136,Health,N,Phone
SR-0002780,2026-06-13 01:56:00,PR-01409,Independent media,Y,Laptop
SR-0002781,2026-06-28 22:15:00,PR-00539,Sports,N,Skills Institute Terminal
SR-0002782,2026-06-25 08:31:00,PR-02609,Entertainment,N,Skills Institute Terminal
SR-0002783,2026-02-16 11:30:00,PR-01678,Sports,N,Laptop
SR-0002784,2026-06-21 15:59:00,PR-00814,Civic education,N,Laptop
SR-0002785,2026-04-18 05:04:00,PR-00701,Cultural and religious gatherings,Y,Phone
SR-0002786,2026-03-15 08:28:00,PR-00797,VPN tools,Y,Laptop
SR-0002787,2026-01-10 14:23:00,PR-02557,Weather,N,Phone
SR-0002788,2026-03-14 04:41:00,PR-01159,Sports,N,Phone
SR-0002789,2026-06-04 03:44:00,PR-01971,Foreign news,Y,Skills Institute Terminal
SR-0002790,2026-06-15 06:18:00,PR-02128,Shopping,N,Skills Institute Terminal
SR-0002791,2026-06-14 09:10:00,PR-01474,Sports,N,Laptop
SR-0002792,2026-05-08 00:32:00,PR-02751,Local news,N,Laptop
SR-0002793,2026-01-06 13:42:00,PR-01844,Health,N,Laptop
SR-0002794,2026-02-07 13:43:00,PR-00957,Recipes,N,Phone
SR-0002795,2026-02-13 21:59:00,PR-02744,Foreign news,Y,Phone
SR-0002796,2026-02-07 01:57:00,PR-01646,Weather,N,Phone
SR-0002797,2026-05-29 04:48:00,PR-02669,VPN tools,Y,Laptop
SR-0002798,2026-06-20 07:22:00,PR-01688,Entertainment,N,Laptop
SR-0002799,2026-05-04 14:27:00,PR-00514,Entertainment,N,Laptop
SR-0002800,2026-05-25 05:39:00,PR-01261,Shopping,N,Phone
SR-0002801,2026-06-11 21:53:00,PR-01181,Health,N,Laptop
SR-0002802,2026-04-03 07:33:00,PR-01876,Local news,N,Laptop
SR-0002803,2026-05-17 21:47:00,PR-01171,Sports,N,Laptop
SR-0002804,2026-02-28 12:53:00,PR-02014,Shopping,N,Public Library Terminal
SR-0002805,2026-05-27 06:38:00,PR-01249,Score appeal process,Y,Phone
SR-0002806,2026-01-15 16:26:00,PR-02749,Privacy tools,Y,Laptop
SR-0002807,2026-04-11 13:30:00,PR-00712,Local news,N,Laptop
SR-0002808,2026-01-20 01:08:00,PR-00636,Sports,N,Phone
SR-0002809,2026-06-09 05:28:00,PR-01362,Encryption software,Y,Laptop
SR-0002810,2026-02-10 06:31:00,PR-00378,Health,N,Phone
SR-0002811,2026-06-01 12:42:00,PR-00117,Local news,N,Phone
SR-0002812,2026-03-28 12:37:00,PR-01708,Encryption software,Y,Phone
SR-0002813,2026-03-20 16:15:00,PR-00794,Recipes,N,Public Library Terminal
SR-0002814,2026-06-27 02:25:00,PR-02497,Sports,N,Phone
SR-0002815,2026-05-16 23:21:00,PR-02089,Shopping,N,Phone
SR-0002816,2026-06-19 04:14:00,PR-02073,Protest organisation,Y,Phone
SR-0002817,2026-04-16 09:29:00,PR-01114,Health,N,Phone
SR-0002818,2026-01-06 07:26:00,PR-02184,Weather,N,Phone
SR-0002819,2026-03-22 03:02:00,PR-01773,Travel domestic (permitted),N,Laptop
SR-0002820,2026-06-06 16:25:00,PR-00337,Local news,N,Laptop
SR-0002821,2026-06-14 18:13:00,PR-00257,Emigration procedures,Y,Laptop
SR-0002822,2026-03-05 21:02:00,PR-01552,Health,N,Phone
SR-0002823,2026-02-17 04:29:00,PR-02214,VPN tools,Y,Laptop
SR-0002824,2026-01-04 03:00:00,PR-01299,Local news,N,Phone
SR-0002825,2026-06-08 08:22:00,PR-01661,Entertainment,N,Phone
SR-0002826,2026-01-13 01:51:00,PR-02005,Local news,N,Public Library Terminal
SR-0002827,2026-02-18 19:21:00,PR-02296,Entertainment,N,Phone
SR-0002828,2026-04-30 16:02:00,PR-01502,Recipes,N,Laptop
SR-0002829,2026-05-30 01:05:00,PR-00661,Travel domestic (permitted),N,Phone
SR-0002830,2026-06-23 09:51:00,PR-02707,Encryption software,Y,Phone
SR-0002831,2026-01-22 06:05:00,PR-02822,Entertainment,N,Laptop
SR-0002832,2026-01-21 18:44:00,PR-02910,Civic education,N,Phone
SR-0002833,2026-02-21 09:31:00,PR-00544,Weather,N,Phone
SR-0002834,2026-03-31 01:24:00,PR-01950,Encryption software,Y,Phone
SR-0002835,2026-05-09 00:05:00,PR-02082,Local news,N,Phone
SR-0002836,2026-01-26 03:35:00,PR-02341,Local news,N,Phone
SR-0002837,2026-01-16 10:55:00,PR-00934,Recipes,N,Laptop
SR-0002838,2026-03-08 10:48:00,PR-01308,Entertainment,N,Phone
SR-0002839,2026-01-10 11:53:00,PR-00179,Encryption software,Y,Laptop
SR-0002840,2026-02-15 16:04:00,PR-00659,Health,N,Phone
SR-0002841,2026-06-29 00:15:00,PR-01800,Foreign news,Y,Laptop
SR-0002842,2026-01-25 20:23:00,PR-01667,Travel domestic (permitted),N,Phone
SR-0002843,2026-01-22 06:56:00,PR-00374,Protest organisation,Y,Phone
SR-0002844,2026-04-02 21:22:00,PR-02296,Health,N,Public Library Terminal
SR-0002845,2026-01-27 07:05:00,PR-00487,Banned political parties,Y,Laptop
SR-0002846,2026-06-13 19:21:00,PR-01209,Entertainment,N,Phone
SR-0002847,2026-03-14 12:30:00,PR-00188,Cultural and religious gatherings,Y,Skills Institute Terminal
SR-0002848,2026-03-23 02:44:00,PR-02291,Entertainment,N,Laptop
SR-0002849,2026-03-23 03:33:00,PR-02930,Travel domestic (permitted),N,Phone
SR-0002850,2026-04-18 23:42:00,PR-02481,Entertainment,N,Phone
SR-0002851,2026-04-16 18:06:00,PR-01209,Entertainment,N,Laptop
SR-0002852,2026-01-09 06:04:00,PR-00332,Entertainment,N,Laptop
SR-0002853,2026-05-23 09:59:00,PR-01885,Travel domestic (permitted),N,Phone
SR-0002854,2026-01-06 15:47:00,PR-00240,Independent media,Y,Laptop
SR-0002855,2026-04-24 06:03:00,PR-02872,Privacy tools,Y,Phone
SR-0002856,2026-02-27 21:34:00,PR-00336,Privacy tools,Y,Phone
SR-0002857,2026-06-19 10:49:00,PR-01214,Foreign news,Y,Phone
SR-0002858,2026-04-09 07:58:00,PR-01232,Recipes,N,Phone
SR-0002859,2026-03-18 13:45:00,PR-01514,Encryption software,Y,Phone
SR-0002860,2026-06-01 01:47:00,PR-00256,Recipes,N,Phone
SR-0002861,2026-04-06 07:00:00,PR-02255,Entertainment,N,Phone
SR-0002862,2026-01-06 00:53:00,PR-01803,Local news,N,Phone
SR-0002863,2026-06-21 06:00:00,PR-00361,Shopping,N,Phone
SR-0002864,2026-04-15 19:12:00,PR-00280,Independent media,Y,Phone
SR-0002865,2026-04-23 11:40:00,PR-00757,Entertainment,N,Phone
SR-0002866,2026-02-01 05:02:00,PR-00577,Health,N,Phone
SR-0002867,2026-06-04 09:11:00,PR-01898,Travel domestic (permitted),N,Phone
SR-0002868,2026-04-02 14:55:00,PR-00207,Foreign news,Y,Phone
SR-0002869,2026-06-11 14:03:00,PR-00180,Weather,N,Laptop
SR-0002870,2026-03-20 14:41:00,PR-02572,Weather,N,Phone
SR-0002871,2026-04-16 09:12:00,PR-01103,Entertainment,N,Public Library Terminal
SR-0002872,2026-04-26 11:05:00,PR-01606,Foreign news,Y,Phone
SR-0002873,2026-03-24 10:48:00,PR-00494,Civic education,N,Phone
SR-0002874,2026-02-22 12:05:00,PR-01327,Sports,N,Phone
SR-0002875,2026-03-21 17:10:00,PR-01906,Sports,N,Phone
SR-0002876,2026-05-04 23:58:00,PR-02851,Privacy tools,Y,Phone
SR-0002877,2026-05-07 09:24:00,PR-00941,Privacy tools,Y,Public Library Terminal
SR-0002878,2026-03-13 16:07:00,PR-00688,Recipes,N,Laptop
SR-0002879,2026-04-24 05:42:00,PR-01883,Sports,N,Public Library Terminal
SR-0002880,2026-05-28 03:47:00,PR-00656,Independent media,Y,Phone
SR-0002881,2026-03-28 19:27:00,PR-02464,Weather,N,Laptop
SR-0002882,2026-04-29 22:28:00,PR-02674,Shopping,N,Phone
SR-0002883,2026-02-02 12:19:00,PR-02411,Entertainment,N,Phone
SR-0002884,2026-05-30 15:32:00,PR-02646,Foreign news,Y,Phone
SR-0002885,2026-02-02 03:29:00,PR-02442,Shopping,N,Phone
SR-0002886,2026-03-12 19:15:00,PR-02050,Entertainment,N,Laptop
SR-0002887,2026-01-23 17:51:00,PR-01879,Local news,N,Phone
SR-0002888,2026-05-24 06:25:00,PR-00569,Weather,N,Public Library Terminal
SR-0002889,2026-06-04 23:48:00,PR-01927,Weather,N,Phone
SR-0002890,2026-04-10 15:18:00,PR-02394,Privacy tools,Y,Phone
SR-0002891,2026-01-31 00:57:00,PR-00593,Entertainment,N,Laptop
SR-0002892,2026-06-30 12:42:00,PR-01846,Sports,N,Phone
SR-0002893,2026-05-06 00:57:00,PR-02569,Encryption software,Y,Phone
SR-0002894,2026-03-19 09:43:00,PR-01866,Local news,N,Phone
SR-0002895,2026-06-04 14:30:00,PR-01560,Entertainment,N,Public Library Terminal
SR-0002896,2026-03-11 13:55:00,PR-00402,Recipes,N,Laptop
SR-0002897,2026-03-13 04:36:00,PR-01780,Weather,N,Phone
SR-0002898,2026-04-18 16:56:00,PR-01924,Health,N,Laptop
SR-0002899,2026-01-16 20:52:00,PR-01142,Sports,N,Public Library Terminal
SR-0002900,2026-03-08 18:07:00,PR-02189,Local news,N,Phone
SR-0002901,2026-02-10 01:56:00,PR-01051,Foreign news,Y,Laptop
SR-0002902,2026-02-07 20:48:00,PR-02472,Weather,N,Laptop
SR-0002903,2026-03-06 11:50:00,PR-01299,Cultural and religious gatherings,Y,Skills Institute Terminal
SR-0002904,2026-02-02 09:23:00,PR-01241,Local news,N,Laptop
SR-0002905,2026-02-07 23:08:00,PR-00072,Shopping,N,Laptop
SR-0002906,2026-06-13 14:43:00,PR-01165,Shopping,N,Phone
SR-0002907,2026-03-14 02:37:00,PR-00133,Recipes,N,Phone
SR-0002908,2026-06-03 04:39:00,PR-01623,Entertainment,N,Laptop
SR-0002909,2026-05-09 21:00:00,PR-00734,Health,N,Phone
SR-0002910,2026-02-04 14:26:00,PR-00669,Foreign news,Y,Phone
SR-0002911,2026-02-25 11:22:00,PR-01514,Health,N,Laptop
SR-0002912,2026-05-22 13:53:00,PR-02688,Recipes,N,Phone
SR-0002913,2026-01-23 09:33:00,PR-01841,Entertainment,N,Skills Institute Terminal
SR-0002914,2026-06-20 11:11:00,PR-01490,Score appeal process,Y,Laptop
SR-0002915,2026-04-19 11:50:00,PR-02168,Local news,N,Phone
SR-0002916,2026-02-16 14:04:00,PR-01108,Local news,N,Public Library Terminal
SR-0002917,2026-01-06 18:51:00,PR-00469,Social credit system criticism,Y,Phone
SR-0002918,2026-02-17 21:10:00,PR-01572,Emigration procedures,Y,Public Library Terminal
SR-0002919,2026-01-18 08:39:00,PR-00611,Sports,N,Phone
SR-0002920,2026-02-09 12:30:00,PR-02744,Sports,N,Laptop
SR-0002921,2026-04-20 00:25:00,PR-01172,Entertainment,N,Phone
SR-0002922,2026-05-31 17:19:00,PR-02314,Health,N,Laptop
SR-0002923,2026-01-04 14:00:00,PR-00397,Health,N,Phone
SR-0002924,2026-05-14 23:20:00,PR-00883,Health,N,Phone
SR-0002925,2026-03-11 19:59:00,PR-00880,Sports,N,Phone
SR-0002926,2026-02-23 20:56:00,PR-02063,Local news,N,Phone
SR-0002927,2026-03-13 01:02:00,PR-01426,Civic education,N,Public Library Terminal
SR-0002928,2026-01-29 19:19:00,PR-02608,Shopping,N,Phone
SR-0002929,2026-04-11 21:24:00,PR-01761,Sports,N,Phone
SR-0002930,2026-01-03 18:06:00,PR-02867,Shopping,N,Skills Institute Terminal
SR-0002931,2026-04-11 01:27:00,PR-02627,Independent media,Y,Laptop
SR-0002932,2026-01-11 10:28:00,PR-02485,Recipes,N,Phone
SR-0002933,2026-04-09 02:36:00,PR-01717,Entertainment,N,Phone
SR-0002934,2026-01-14 23:34:00,PR-01000,Social credit system criticism,Y,Phone
SR-0002935,2026-05-02 03:14:00,PR-01902,Local news,N,Laptop
SR-0002936,2026-02-15 02:31:00,PR-00912,Sports,N,Laptop
SR-0002937,2026-01-11 03:51:00,PR-01906,Entertainment,N,Phone
SR-0002938,2026-01-25 13:59:00,PR-01374,Social credit system criticism,Y,Public Library Terminal
SR-0002939,2026-03-03 20:14:00,PR-00211,Local news,N,Phone
SR-0002940,2026-01-14 15:26:00,PR-02802,Entertainment,N,Phone
SR-0002941,2026-04-10 10:42:00,PR-01100,Local news,N,Phone
SR-0002942,2026-06-19 11:34:00,PR-02467,Local news,N,Phone
SR-0002943,2026-03-16 12:19:00,PR-02877,Travel domestic (permitted),N,Laptop
SR-0002944,2026-05-12 04:57:00,PR-01844,Recipes,N,Phone
SR-0002945,2026-03-05 08:00:00,PR-01124,Local news,N,Phone
SR-0002946,2026-01-31 13:07:00,PR-00031,Sports,N,Phone
SR-0002947,2026-01-14 16:32:00,PR-00572,Health,N,Phone
SR-0002948,2026-06-24 07:17:00,PR-01027,Recipes,N,Laptop
SR-0002949,2026-01-12 08:08:00,PR-01228,Local news,N,Phone
SR-0002950,2026-04-30 09:00:00,PR-01576,Entertainment,N,Laptop
SR-0002951,2026-02-03 12:52:00,PR-01931,Health,N,Public Library Terminal
SR-0002952,2026-06-21 05:27:00,PR-00865,Recipes,N,Phone
SR-0002953,2026-05-07 09:02:00,PR-02856,Health,N,Laptop
SR-0002954,2026-02-23 00:21:00,PR-01067,Recipes,N,Laptop
SR-0002955,2026-04-08 10:36:00,PR-01032,VPN tools,Y,Skills Institute Terminal
SR-0002956,2026-01-03 14:36:00,PR-01259,Shopping,N,Phone
SR-0002957,2026-02-25 08:49:00,PR-00762,Foreign news,Y,Laptop
SR-0002958,2026-06-05 18:13:00,PR-02933,Privacy tools,Y,Laptop
SR-0002959,2026-04-28 10:30:00,PR-01210,Protest organisation,Y,Laptop
SR-0002960,2026-05-07 02:50:00,PR-01125,Foreign news,Y,Phone
SR-0002961,2026-05-02 19:55:00,PR-90000,Local news,N,Phone
SR-0002962,2026-03-11 09:22:00,PR-00401,Sports,N,Phone
SR-0002963,2026-06-20 16:38:00,PR-00686,Entertainment,N,Phone
SR-0002964,2026-05-05 09:38:00,PR-00635,Emigration procedures,Y,Laptop
SR-0002965,2026-04-19 08:57:00,PR-00036,Local news,N,Phone
SR-0002966,2026-04-23 14:22:00,PR-02798,Social credit system criticism,Y,Phone
SR-0002967,2026-03-03 06:20:00,PR-01484,Sports,N,Phone
SR-0002968,2026-02-13 17:35:00,PR-02692,Foreign news,Y,Laptop
SR-0002969,2026-06-30 07:53:00,PR-01344,Entertainment,N,Phone
SR-0002970,2026-06-21 15:44:00,PR-00769,Sports,N,Laptop
SR-0002971,2026-05-25 10:20:00,PR-01048,VPN tools,Y,Laptop
SR-0002972,2026-06-04 11:21:00,PR-02429,Travel domestic (permitted),N,Phone
SR-0002973,2026-04-26 20:20:00,PR-00713,Sports,N,Phone
SR-0002974,2026-05-30 02:37:00,PR-00534,Local news,N,Phone
SR-0002975,2026-06-25 00:21:00,PR-00983,Shopping,N,Phone
SR-0002976,2026-02-11 02:37:00,PR-00689,Privacy tools,Y,Phone
SR-0002977,2026-03-17 15:55:00,PR-00298,Weather,N,Phone
SR-0002978,2026-03-16 22:33:00,PR-01902,Local news,N,Phone
SR-0002979,2026-06-02 18:56:00,PR-00496,Recipes,N,Laptop
SR-0002980,2026-04-24 18:39:00,PR-02025,Sports,N,Phone
SR-0002981,2026-05-28 23:36:00,PR-02536,Privacy tools,Y,Laptop
SR-0002982,2026-05-09 11:38:00,PR-01323,Banned political parties,Y,Phone
SR-0002983,2026-03-02 16:49:00,PR-00526,Emigration procedures,Y,Phone
SR-0002984,2026-05-06 13:33:00,PR-01479,Entertainment,N,Phone
SR-0002985,2026-05-30 12:24:00,PR-01706,Foreign news,Y,Phone
SR-0002986,2026-05-11 20:13:00,PR-01188,Local news,N,Phone
SR-0002987,2026-02-04 12:08:00,PR-00803,Local news,N,Laptop
SR-0002988,2026-02-10 00:45:00,PR-02080,Entertainment,N,Phone
SR-0002989,2026-02-24 05:14:00,PR-00124,Recipes,N,Laptop
SR-0002990,2026-04-01 21:50:00,PR-00299,Travel domestic (permitted),N,Phone
SR-0002991,2026-03-10 05:03:00,PR-01925,Foreign news,Y,Laptop
SR-0002992,2026-03-26 06:22:00,PR-02467,Emigration procedures,Y,Public Library Terminal
SR-0002993,2026-02-18 01:37:00,PR-02694,Entertainment,N,Phone
SR-0002994,2026-03-13 02:27:00,PR-02688,Weather,N,Phone
SR-0002995,2026-04-15 22:45:00,PR-01519,Foreign news,Y,Phone
SR-0002996,2026-02-20 22:31:00,PR-01819,Local news,N,Phone
SR-0002997,2026-06-15 02:32:00,PR-02198,Independent media,Y,Skills Institute Terminal
SR-0002998,2026-03-12 16:10:00,PR-01987,Health,N,Phone
SR-0002999,2026-02-23 02:09:00,PR-00790,Foreign news,Y,Phone
SR-0003000,2026-04-26 08:40:00,PR-00396,Foreign news,Y,Phone
SR-0003001,2026-03-19 02:16:00,PR-01138,Local news,N,Phone
SR-0003002,2026-06-03 17:04:00,PR-00098,Sports,N,Phone
SR-0003003,2026-03-09 07:58:00,PR-02072,Shopping,N,Laptop
SR-0003004,2026-04-17 12:09:00,PR-00172,Foreign news,Y,Phone
SR-0003005,2026-02-26 02:34:00,PR-00930,Foreign news,Y,Laptop
SR-0003006,2026-01-30 08:57:00,PR-00899,Banned political parties,Y,Laptop
SR-0003007,2026-01-30 10:29:00,PR-01274,Score appeal process,Y,Phone
SR-0003008,2026-02-17 22:14:00,PR-00591,Health,N,Phone
SR-0003009,2026-05-17 02:56:00,PR-02115,Entertainment,N,Phone
SR-0003010,2026-02-25 17:10:00,PR-01025,Local news,N,Public Library Terminal
SR-0003011,2026-06-10 09:01:00,PR-02387,Entertainment,N,Laptop
SR-0003012,2026-03-31 22:43:00,PR-02803,Sports,N,Phone
SR-0003013,2026-05-12 11:09:00,PR-02333,Recipes,N,Laptop
SR-0003014,2026-01-29 14:52:00,PR-02861,Health,N,Phone
SR-0003015,2026-02-16 06:37:00,PR-01717,Shopping,N,Laptop
SR-0003016,2026-06-01 05:13:00,PR-01260,Sports,N,Laptop
SR-0003017,2026-05-22 23:49:00,PR-00715,Entertainment,N,Laptop
SR-0003018,2026-03-28 11:48:00,PR-01070,Entertainment,N,Phone
SR-0003019,2026-03-18 16:38:00,PR-00538,Local news,N,Skills Institute Terminal
SR-0003020,2026-06-11 11:30:00,PR-01517,Sports,N,Phone
SR-0003021,2026-03-20 09:49:00,PR-02985,Recipes,N,Phone
SR-0003022,2026-05-26 09:09:00,PR-01208,Entertainment,N,Skills Institute Terminal
SR-0003023,2026-05-01 03:36:00,PR-02663,Sports,N,Phone
SR-0003024,2026-06-29 05:31:00,PR-00834,Local news,N,Phone
SR-0003025,2026-06-04 02:06:00,PR-00830,Entertainment,N,Laptop
SR-0003026,2026-04-21 18:17:00,PR-01918,Local news,N,Laptop
SR-0003027,2026-01-24 07:19:00,PR-02351,Protest organisation,Y,Laptop
SR-0003028,2026-05-17 16:40:00,PR-00377,Local news,N,Phone
SR-0003029,2026-01-20 10:20:00,PR-00279,Local news,N,Phone
SR-0003030,2026-01-28 19:08:00,PR-01104,Civic education,N,Phone
SR-0003031,2026-01-12 23:43:00,PR-00378,Civic education,N,Public Library Terminal
SR-0003032,2026-06-02 09:02:00,PR-02618,Local news,N,Phone
SR-0003033,2026-01-15 21:49:00,PR-01597,Health,N,Phone
SR-0003034,2026-06-17 01:49:00,PR-01390,Local news,N,Public Library Terminal
SR-0003035,2026-04-25 14:45:00,PR-00354,Recipes,N,Public Library Terminal
SR-0003036,2026-04-16 11:24:00,PR-01757,Local news,N,Public Library Terminal
SR-0003037,2026-03-08 14:48:00,PR-00620,Sports,N,Laptop
SR-0003038,2026-01-24 11:35:00,PR-02744,Weather,N,Phone
SR-0003039,2026-04-24 14:01:00,PR-00403,Weather,N,Phone
SR-0003040,2026-04-16 16:20:00,PR-02190,Weather,N,Skills Institute Terminal
SR-0003041,2026-04-13 09:39:00,PR-00333,Health,N,Phone
SR-0003042,2026-06-25 01:37:00,PR-02457,Independent media,Y,Laptop
SR-0003043,2026-05-03 19:50:00,PR-00155,Score appeal process,Y,Phone
SR-0003044,2026-05-13 07:02:00,PR-00841,Entertainment,N,Phone
SR-0003045,2026-04-17 11:11:00,PR-00670,Foreign news,Y,Public Library Terminal
SR-0003046,2026-04-03 15:27:00,PR-01056,Shopping,N,Phone
SR-0003047,2026-06-11 05:01:00,PR-00421,Foreign news,Y,Phone
SR-0003048,2026-04-22 19:49:00,PR-01527,Local news,N,Laptop
SR-0003049,2026-05-19 16:27:00,PR-00466,Weather,N,Phone
SR-0003050,2026-03-02 13:09:00,PR-01350,Local news,N,Phone
SR-0003051,2026-04-01 10:03:00,PR-00543,Weather,N,Phone
SR-0003052,2026-04-22 21:57:00,PR-00149,Weather,N,Phone
SR-0003053,2026-05-16 21:43:00,PR-00908,Sports,N,Phone
SR-0003054,2026-05-17 13:43:00,PR-01005,Score appeal process,Y,Phone
SR-0003055,2026-03-16 14:31:00,PR-02579,Emigration procedures,Y,Phone
SR-0003056,2026-05-28 23:18:00,PR-01113,Local news,N,Phone
SR-0003057,2026-02-20 19:31:00,PR-01243,Shopping,N,Laptop
SR-0003058,2026-04-08 11:01:00,PR-02835,Entertainment,N,Laptop
SR-0003059,2026-02-19 23:44:00,PR-00456,VPN tools,Y,Phone
SR-0003060,2026-05-30 11:25:00,PR-01089,Foreign news,Y,Phone
SR-0003061,2026-06-26 02:39:00,PR-00119,Health,N,Phone
SR-0003062,2026-04-29 23:29:00,PR-00371,Travel domestic (permitted),N,Phone
SR-0003063,2026-04-13 03:05:00,PR-02838,Score appeal process,Y,Phone
SR-0003064,2026-05-14 12:32:00,PR-02456,Entertainment,N,Laptop
SR-0003065,2026-04-16 10:15:00,PR-00430,Shopping,N,Phone
SR-0003066,2026-06-09 03:07:00,PR-01641,Local news,N,Laptop
SR-0003067,2026-03-06 20:02:00,PR-01753,Local news,N,Phone
SR-0003068,2026-04-15 14:09:00,PR-00027,Local news,N,Phone
SR-0003069,2026-02-03 16:09:00,PR-01173,Weather,N,Phone
SR-0003070,2026-04-22 09:08:00,PR-02423,Local news,N,Phone
SR-0003071,2026-05-30 08:31:00,PR-00698,Cultural and religious gatherings,Y,Phone
SR-0003072,2026-05-24 19:42:00,PR-00611,Encryption software,Y,Public Library Terminal
SR-0003073,2026-06-21 03:26:00,PR-02805,Privacy tools,Y,Laptop
SR-0003074,2026-06-30 21:52:00,PR-02715,Protest organisation,Y,Phone
SR-0003075,2026-03-26 09:05:00,PR-02885,Entertainment,N,Laptop
SR-0003076,2026-04-17 22:00:00,PR-00978,Health,N,Phone
SR-0003077,2026-06-27 12:23:00,PR-00693,Foreign news,Y,Phone
SR-0003078,2026-05-18 09:49:00,PR-02061,Foreign news,Y,Phone
SR-0003079,2026-02-03 13:44:00,PR-02496,Weather,N,Public Library Terminal
SR-0003080,2026-04-18 13:08:00,PR-00320,Sports,N,Phone
SR-0003081,2026-04-19 07:50:00,PR-02318,Local news,N,Laptop
SR-0003082,2026-05-03 01:53:00,PR-00556,Travel domestic (permitted),N,Phone
SR-0003083,2026-01-25 20:49:00,PR-00695,Entertainment,N,Skills Institute Terminal
SR-0003084,2026-05-16 11:19:00,PR-00286,Sports,N,Phone
SR-0003085,2026-02-06 21:57:00,PR-01099,Shopping,N,Skills Institute Terminal
SR-0003086,2026-03-23 16:41:00,PR-01622,Local news,N,Phone
SR-0003087,2026-04-29 04:15:00,PR-01244,Foreign news,Y,Public Library Terminal
SR-0003088,2026-05-26 05:26:00,PR-01802,Score appeal process,Y,Laptop
SR-0003089,2026-04-05 17:37:00,PR-00882,Local news,N,Phone
SR-0003090,2026-03-30 19:18:00,PR-00419,Local news,N,Phone
SR-0003091,2026-04-27 10:58:00,PR-02469,Recipes,N,Skills Institute Terminal
SR-0003092,2026-06-08 01:56:00,PR-01049,Weather,N,Phone
SR-0003093,2026-01-18 08:44:00,PR-00028,Entertainment,N,Phone
SR-0003094,2026-03-14 22:48:00,PR-01235,Entertainment,N,Laptop
SR-0003095,2026-03-31 07:30:00,PR-02971,Entertainment,N,Phone
SR-0003096,2026-02-27 06:02:00,PR-02326,Entertainment,N,Skills Institute Terminal
SR-0003097,2026-06-14 00:25:00,PR-01991,Entertainment,N,Skills Institute Terminal
SR-0003098,2026-06-29 11:53:00,PR-01776,Independent media,Y,Laptop
SR-0003099,2026-05-21 14:38:00,PR-00295,Social credit system criticism,Y,Phone
SR-0003100,2026-05-14 11:33:00,PR-00586,Local news,N,Skills Institute Terminal
SR-0003101,2026-03-23 17:07:00,PR-01680,Weather,N,Phone
SR-0003102,2026-05-10 08:49:00,PR-02118,Local news,N,Phone
SR-0003103,2026-02-15 19:10:00,PR-00949,Local news,N,Skills Institute Terminal
SR-0003104,2026-06-28 15:55:00,PR-00173,Weather,N,Phone
SR-0003105,2026-04-25 21:24:00,PR-01523,Sports,N,Laptop
SR-0003106,2026-01-17 20:50:00,PR-02526,Local news,N,Phone
SR-0003107,2026-06-02 09:52:00,PR-00584,Recipes,N,Laptop
SR-0003108,2026-04-09 22:14:00,PR-01398,Local news,N,Laptop
SR-0003109,2026-02-06 20:10:00,PR-01393,Travel domestic (permitted),N,Phone
SR-0003110,2026-01-27 03:07:00,PR-00241,Foreign news,Y,Phone
SR-0003111,2026-04-30 05:40:00,PR-00031,Shopping,N,Phone
SR-0003112,2026-01-15 22:40:00,PR-00738,Weather,N,Phone
SR-0003113,2026-04-04 05:12:00,PR-00168,Local news,N,Laptop
